NAME,URL,MAP,ADDRESS,PRICE,TYPE,lat,lng,type
宇宙の湯 余市川温泉,http://yoichigawa.com/,https://maps.google.com/?cid=3553767336665936969&hl=ja,北海道余市郡余市町入舟町322,¥440,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.1924616,140.7856975,温泉
湯屋サーモン,http://yuya-salmon.jp,https://maps.google.com/?cid=16410980860922728690&hl=ja,北海道札幌市西区発寒七条14-16-15,¥450,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.0993845,141.2694246,温泉
野付温泉 浜の湯,http://www.kita-no-sento.com/sento/1007/,https://maps.google.com/?cid=4410972382798820410&hl=ja,北海道野付郡別海町尾岱沼港町235-5,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.5668789,145.2206661,銭湯
ニセコ駅前温泉 綺羅乃湯,http://www16.plala.or.jp/kiranoyu/,https://maps.google.com/?cid=12024692541992213754&hl=ja,北海道虻田郡ニセコ町中央通33丁目,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.8079865,140.6852609,温泉
栄湯,http://sakaeyu946.com,https://maps.google.com/?cid=274865800871743368&hl=ja,北海道釧路市新栄町1-20,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,42.9960215,144.3817872,銭湯
天然温泉 あしべ屯田,http://acb-tonden.sakura.ne.jp/,https://maps.google.com/?cid=5174593823458518868&hl=ja,北海道札幌市北区屯田七条7-2-6,¥540,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.1370146,141.3295898,温泉
笑福の湯,,https://maps.google.com/?cid=11737716733856039264&hl=ja,北海道札幌市西区西野四条4-2-15,¥420,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0743757,141.2776809,銭湯
ないえ温泉 ホテル北乃湯,http://naieonsenhotel.com/,https://maps.google.com/?cid=769362829420191828&hl=ja,北海道空知郡奈井江町町東奈井江162-2,¥520,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.4461557,141.9329467,温泉
ニュー金の湯,http://www.kita-no-sento.com/sento/834/,https://maps.google.com/?cid=6780788498532451504&hl=ja,北海道旭川市南一条26丁目,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.7555876,142.3860727,銭湯
マウレ山荘 ポッケの湯,https://www.maure-sanso.com/hotspring/,https://maps.google.com/?cid=5914991703285381360&hl=ja,北海道紋別郡遠軽町丸瀬布上武利172,¥600,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.9149499,143.3285433,温泉
鶴の湯,https://www.turunoyu.net/,https://maps.google.com/?cid=5784068269381164472&hl=ja,北海道苫小牧市音羽町1-8-11,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,42.64659,141.612673,銭湯
すすきの天然温泉 湯香郷,https://www.toukakyo.jp/,https://maps.google.com/?cid=16758878219054982876&hl=ja,北海道札幌市中央区南七条西3丁目,"¥2,750",//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.0524301,141.3548708,温泉
赤井川カルデラ温泉 赤井川村保養センター,http://akaigawa-onsen.com/,https://maps.google.com/?cid=11089396657079725230&hl=ja,北海道余市郡赤井川村字赤井川71-2,¥400,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.0810178,140.8122882,温泉
大喜湯(春採店),http://www.taikiyu.com/,https://maps.google.com/?cid=7028635123378033774&hl=ja,北海道釧路市春採7-1-45,¥450,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.9761216,144.4141776,温泉
門別温泉 とねっこの湯,http://www.town.hidaka.hokkaido.jp/site/tonekko/,https://maps.google.com/?cid=2726834264175985831&hl=ja,北海道沙流郡日高町字富浜223-140,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.4970655,142.0521426,温泉
旭鉱泉湯,http://www.kita-no-sento.com/sento/805/,https://maps.google.com/?cid=4069903115925041085&hl=ja,北海道旭川市八条9-左1,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.7708833,142.3650083,銭湯
アグリ工房まあぶ,https://mypage.fukanavi.com/ag_mabu/,https://maps.google.com/?cid=6600538971044801864&hl=ja,北海道深川市音江町字音江600,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.6860484,142.0879469,温泉
月形温泉ホテル ゆりかご,https://tsukigataonsen-hotel.com,https://maps.google.com/?cid=9646941559169829977&hl=ja,北海道樺戸郡月形町皆楽公園内,¥550,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.34026,141.6823012,温泉
峠の湯びほろ,http://www.tougenoyu.com/,https://maps.google.com/?cid=12271261658049836083&hl=ja,北海道網走郡美幌町都橋40-1,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.8095789,144.1513201,温泉
公園湯,http://www.kouenyu.com/,https://maps.google.com/?cid=7058493021188117426&hl=ja,北海道苫小牧市泉町1-2-10,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,42.6555183,141.6085397,銭湯
浜益保養センター はまます温泉,http://ishikari-shakyo.org/care-center/hamamasu-onsen/,https://maps.google.com/?cid=8616924518868289059&hl=ja,北海道石狩市浜益区実田93-2,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.5857515,141.4229893,温泉
スパ＆サウナ オスパー,https://itp.ne.jp/info/019492943175921320/,https://maps.google.com/?cid=5547705853747518276&hl=ja,北海道旭川市宮下通16丁目,"¥1,080",//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.7601165,142.3709682,温泉
西春別温泉 クローバーハウス,http://www.kita-no-sento.com/sento/1008/,https://maps.google.com/?cid=1127175969568787776&hl=ja,北海道野付郡別海町西春別95,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.4098346,144.7733678,銭湯
琴似温泉,http://www.kita-no-sento.com/sento/146/,https://maps.google.com/?cid=17059749973394875879&hl=ja,北海道札幌市西区八軒七条東1-1-11,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0861325,141.3191743,銭湯
あわび山荘 貝取澗公営温泉浴場,https://www.kokumin-shukusha.or.jp/annai/ken/hokkaidou/101006.html,https://maps.google.com/?cid=12795959770719903581&hl=ja,北海道久遠郡せたな町大成区貝取澗388,¥400,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.1887554,139.8982641,温泉
京極ふれあい交流センター 京極温泉,http://www.town-kyogoku.jp/kanko-event/onsen/kyogokuonsen/,https://maps.google.com/?cid=134843942954139174&hl=ja,北海道虻田郡京極町川西68,¥600,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.8590434,140.8726966,温泉
大喜湯(昭和店),http://www.taikiyu.com/,https://maps.google.com/?cid=7471591759976694779&hl=ja,北海道釧路市昭和中央5-11-8,¥440,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.0268799,144.3571677,温泉
知内温泉 ユートピア和楽園,http://01392onsen.com,https://maps.google.com/?cid=18082021855508841205&hl=ja,北海道上磯郡知内町湯ノ里287,¥460,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,41.6145919,140.3013741,温泉
ひまわり温泉 森の郷,http://himawari-morinosato.com,https://maps.google.com/?cid=1086232978961157721&hl=ja,北海道帯広市西十一条南32-7,¥450,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.9028624,143.1902413,温泉
静内温泉,http://shizunai-onsen.jp/,https://maps.google.com/?cid=10724924693070327150&hl=ja,北海道日高郡新ひだか町静内浦和106,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.320748,142.4237582,温泉
北斗市健康センター せせらぎ温泉,https://www.city.hokuto.hokkaido.jp/docs/1579.html,https://maps.google.com/?cid=369952831556244615&hl=ja,北海道北斗市本町4-3-20,¥350,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,41.8794659,140.6401121,温泉
望月湯,http://www.kita-no-sento.com/sento/133/,https://maps.google.com/?cid=6337208359382203666&hl=ja,北海道札幌市豊平区美園五条7-1-8,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0380974,141.3883933,銭湯
占冠 湯の沢温泉 森の四季,https://www.yunosawa.com/,https://maps.google.com/?cid=14788244706584712198&hl=ja,北海道勇払郡占冠村占冠国有林114林班,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.0348968,142.4307663,温泉
小さな駅前温泉 開拓ふくろふ乃湯,http://fukurouonsen.iiyudana.net/,https://maps.google.com/?cid=5303887854624678399&hl=ja,北海道石狩郡当別町金沢157-7,¥600,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.2469365,141.5666053,温泉
滝川ふれ愛の里,https://takikawa-fureainosato.jp/,https://maps.google.com/?cid=6776802407290457447&hl=ja,北海道滝川市西滝川76-1,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.5833417,141.8936032,温泉
リフレッシュプラザ温泉998,http://www.vill.kamoenai.hokkaido.jp/hotnews/detail/00000152.html,https://maps.google.com/?cid=16083160002011359699&hl=ja,北海道古宇郡神恵内村大川116-1,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.1554683,140.4507448,温泉
日向温泉,https://m.facebook.com/hinataonsen,https://maps.google.com/?cid=12709800336115160595&hl=ja,北海道士別市多寄町4098-6,¥440,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,44.2668777,142.3428034,温泉
朋の湯温泉,http://www.kita-no-sento.com/sento/1103/,https://maps.google.com/?cid=13560816310192181909&hl=ja,北海道帯広市西十一条南15-4,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,42.9028624,143.1902413,銭湯
大雪山バーデハウス 層雲峡 黒岳の湯,http://www.sounkyo.com/kurodakenoyu.html,https://maps.google.com/?cid=3201001111249627722&hl=ja,北海道上川郡上川町層雲峡温泉,¥600,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.7270485,142.9468308,温泉
まさご湯,http://www.kita-no-sento.com/sento/508/,https://maps.google.com/?cid=7401563552373121071&hl=ja,北海道浦河郡浦河町堺町東1-11-1,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,42.1767765,142.7607924,銭湯
みつわ湯,http://www.kita-no-sento.com/sento/818/,https://maps.google.com/?cid=9840268227158291960&hl=ja,北海道旭川市末広五条1-6-11,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.8093607,142.3737271,銭湯
スーパー銭湯 鳳乃舞 芽室,http://www.hounomai.com/memuro/,https://maps.google.com/?cid=5006818549539729004&hl=ja,北海道河西郡芽室町東四条1-1-32,¥410,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,42.9108659,143.0550049,温泉
エルム高原温泉 ゆったり,http://www.akabira.net/erumu/yuttari/,https://maps.google.com/?cid=7669668394429980555&hl=ja,北海道赤平市幌岡町377-1,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.5963744,142.0476447,温泉
家族風呂 花家族,http://www.e-hanakazoku.com/,https://maps.google.com/?cid=4945767620178774726&hl=ja,北海道函館市石川町266-10,"¥2,000",//bus-routes.net/imgs/onsen/onsen1_32@2x.png,41.8394743,140.748351,温泉
ふるびら温泉 しおかぜ,http://www.town.furubira.lg.jp/tourism/detail.php?id=68,https://maps.google.com/?cid=2678643317348424706&hl=ja,北海道古平郡古平町新地町90-1,¥550,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.2835308,140.6363198,温泉
春の湯(武佐店),http://www.harunoyu.com/,https://maps.google.com/?cid=11841946106197981917&hl=ja,北海道釧路市武佐2-28-6,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,42.9818336,144.4287997,銭湯
小町湯温泉,http://www.kita-no-sento.com/sento/204/,https://maps.google.com/?cid=8056592255687539753&hl=ja,北海道小樽市信香町11-4,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.1849091,141.0116376,銭湯
上ノ国町国民温泉保養センター 湯ノ岱温泉,http://www.town.kaminokuni.lg.jp/hotnews/detail/00000167.html,https://maps.google.com/?cid=7226777923737166105&hl=ja,北海道檜山郡上ノ国町字湯ノ岱517-5,¥350,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,41.7461983,140.2442022,温泉
さかえ湯,http://www.kita-no-sento.com/sento/107/,https://maps.google.com/?cid=4093386819074803711&hl=ja,北海道札幌市中央区北十条西22-2-1,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0693408,141.3204557,銭湯
大黒湯,http://www.kita-no-sento.com/sento/806/,https://maps.google.com/?cid=2276532185410815893&hl=ja,北海道旭川市三条17-右2,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.7633921,142.3741932,銭湯
楽々温泉,,https://maps.google.com/?cid=4370885777689501800&hl=ja,北海道室蘭市宮の森町4-22-17,¥440,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,42.3511745,141.0266932,温泉
かつら湯,http://www.kita-no-sento.com/sento/913/,https://maps.google.com/?cid=1063346743966693507&hl=ja,北海道釧路市鳥取北5-5-11,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0185984,144.349398,銭湯
街のオアシス 湯めらんど,https://yume-land.info/sp/06.html,https://maps.google.com/?cid=984890521386543802&hl=ja,北海道札幌市白石区菊水元町五条3丁目,¥450,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,43.0687506,141.4072673,温泉
たぬきの里,http://www16.plala.or.jp/tanuki-sato/,https://maps.google.com/?cid=11992319484094168068&hl=ja,北海道帯広市西五条南15-11-3,¥450,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,42.914561,143.197786,温泉
美好湯,,https://maps.google.com/?cid=7130920509769745239&hl=ja,北海道北見市美芳町7-5-23,¥420,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.8045945,143.8815638,銭湯
日帰り健康ランド 華のゆ,https://www.route-inn.co.jp/hananoyu-makubetsu/index.html,https://maps.google.com/?cid=6607254694724165394&hl=ja,北海道中川郡幕別町依田384,¥950,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,42.8986511,143.254746,温泉
神宮温泉,http://www.kita-no-sento.com/sento/106/,https://maps.google.com/?cid=3646770156959394584&hl=ja,北海道札幌市中央区北三条西29-1-18,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0593055,141.3123638,銭湯
自由ヶ丘温泉,,https://maps.google.com/?cid=14164664913784347569&hl=ja,北海道帯広市自由が丘4-4-19,¥440,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.9017276,143.1565153,温泉
萬石湯,http://www.kita-no-sento.com/sento/815/,https://maps.google.com/?cid=5718678892447839034&hl=ja,北海道旭川市旭町一条9丁目,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.7877754,142.3502305,銭湯
礼文島温泉 うすゆきの湯,http://www.usuyuki.jp/,https://maps.google.com/?cid=7225214421338989621&hl=ja,北海道礼文郡礼文町香深村ベッシュ961-1,¥600,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,45.3555318,141.0333773,温泉
岩尾温泉 あったま〜る,https://www.town.mashike.hokkaido.jp/tourism/place/iwaospa/index.html,https://maps.google.com/?cid=11748252085700621193&hl=ja,北海道増毛郡増毛町岩老1091-1,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.7704968,141.3767893,温泉
繁次郎温泉,http://esashi-fukushikai.com/eq/eq-onsen.html,https://maps.google.com/?cid=16687577640339151767&hl=ja,北海道檜山郡江差町尾山町126,¥300,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,41.8972168,140.1414137,温泉
川湯公衆浴場,https://www.walkerplus.com/spot/ar0101s19451/map.html,https://maps.google.com/?cid=6006277014789548286&hl=ja,北海道川上郡弟子屈町川湯温泉3-1-7,¥250,//bus-routes.net/imgs/onsen/onsen3_32@2x.png,43.6383968,144.435725,共同浴場・銭湯
ローマノ福の湯,http://ro-ma.jp/,https://maps.google.com/?cid=1063960392621483865&hl=ja,北海道帯広市東九条南12-4,¥440,//bus-routes.net/imgs/onsen/onsen2_32@2x.png,42.9199296,143.219593,温泉
祝梅温泉,https://www.facebook.com/%E7%A5%9D%E6%A2%85%E6%B8%A9%E6%B3%89-1452929234828060/,https://maps.google.com/?cid=11069197575843120798&hl=ja,北海道千歳市祝梅2142-7,¥350,//bus-routes.net/imgs/onsen/onsen3_32@2x.png,42.8429345,141.6923658,共同浴場・銭湯
緑の湯,http://www.town.kiyosato.hokkaido.jp/kankou/onsen/midorinoyu.html,https://maps.google.com/?cid=11793129420364923093&hl=ja,北海道斜里郡清里町緑町26,¥390,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.7191764,144.5056801,温泉
七福湯,http://www.kita-no-sento.com/sento/117/,https://maps.google.com/?cid=16332821869913251103&hl=ja,北海道札幌市中央区北四条東4-3,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0671579,141.3614574,銭湯
川下公園 リラックスプラザ,http://www.sapporo-park.or.jp/kawasimo/relaxplaza/,https://maps.google.com/?cid=8640297868929156147&hl=ja,北海道札幌市白石区川下2651,¥700,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.0648364,141.4414198,温泉
健康ハウス 木野温泉,,https://maps.google.com/?cid=6207242433250205955&hl=ja,北海道河東郡音更町木野大通東10-6,¥600,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.9550176,143.2093432,温泉
ルスツ温泉,http://www.vill.rusutsu.lg.jp/hotnews/detail/00001555.html,https://maps.google.com/?cid=13051604217312100628&hl=ja,北海道虻田郡留寿都村留寿都156-2,¥300,//bus-routes.net/imgs/onsen/onsen3_32@2x.png,42.7292604,140.8675048,共同浴場・銭湯
北桧山温泉 温泉ホテル きたひやま,http://www.hotel-kitahiyama.com/,https://maps.google.com/?cid=12519858772093874464&hl=ja,北海道久遠郡せたな町北檜山区徳島4-16,¥400,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.4150823,139.8801714,温泉
根志越温泉 くるみの湯,https://pucchi.net/hokkaido/trippoint/neshikoshi.php,https://maps.google.com/?cid=5288856764980993738&hl=ja,北海道千歳市根志越59-13,¥430,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.8462529,141.6820311,温泉
菊水湯,http://www.kita-no-sento.com/sento/120/,https://maps.google.com/?cid=9355835226198961065&hl=ja,北海道札幌市白石区菊水三条1-5-3,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0590752,141.3708991,銭湯
安平町ぬくもりセンター ぬくもりの湯,https://www.town.abira.lg.jp/midokoro/nukumori,https://maps.google.com/?cid=6627028599604788939&hl=ja,北海道勇払郡安平町追分中央1-40,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.8756362,141.8102598,温泉
天然温泉 はこだて大森の湯,https://www.paco.co.jp/hakodatebettei/spa.html,https://maps.google.com/?cid=16060968984613579271&hl=ja,北海道函館市大森町25-7,"¥1,100",//bus-routes.net/imgs/onsen/onsen2_32@2x.png,41.7702366,140.7359137,温泉
円山温泉,http://www.kita-no-sento.com/sento/102/,https://maps.google.com/?cid=10187348539762682427&hl=ja,北海道札幌市中央区南六条西23-5-2,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.049599,141.3243653,銭湯
洞爺いこいの家,,https://maps.google.com/?cid=4896584584396194652&hl=ja,北海道虻田郡洞爺湖町洞爺町199,¥440,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.6395674,140.8226957,温泉
サンサンの湯,https://33noyu.asumot.co.jp/,https://maps.google.com/?cid=3249858440637782371&hl=ja,北海道岩内郡岩内町字野束500,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.9518493,140.5072468,温泉
鍛治温泉,http://www.kita-no-sento.com/sento/325/,https://maps.google.com/?cid=9396220127522207654&hl=ja,北海道函館市鍛治1-34-15,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,41.8064017,140.7642942,銭湯
虎杖浜温泉 花の湯,https://shiraoi.net/spa-stay/%E6%97%A5%E5%B8%B0%E3%82%8A%E5%85%A5%E6%B5%B4%E6%96%BD%E8%A8%AD/,https://maps.google.com/?cid=3982540908117956242&hl=ja,北海道白老郡白老町字虎杖浜40-2,¥530,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.4643486,141.2198652,温泉
くつろぎ湯処 紋太の湯,http://www.op-hotel.com/access/montanoyu.html,https://maps.google.com/?cid=6309752368380223535&hl=ja,北海道紋別市幸町5-1-35,¥680,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,44.351622,143.3517816,温泉
田家の湯,http://www.kita-no-sento.com/sento/337/,https://maps.google.com/?cid=11495509042691265153&hl=ja,北海道函館市田家町5-11,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,41.7983703,140.7483611,銭湯
おとべ温泉 いこいの湯,https://www.town.otobe.lg.jp/section/sangyou/e0taal0000000ln1.html,https://maps.google.com/?cid=9415464330811209699&hl=ja,北海道爾志郡乙部町館浦527-2,¥400,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,41.9784483,140.1415215,温泉
望洋湯,http://www.kita-no-sento.com/sento/908/,https://maps.google.com/?cid=7412627555801827443&hl=ja,北海道釧路市春採6-4-5,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,42.9681921,144.4127322,銭湯
利尻富士温泉,http://www.town.rishirifuji.hokkaido.jp/rishirifuji/1204.htm,https://maps.google.com/?cid=685822107812130609&hl=ja,北海道利尻郡利尻富士町鴛泊字栄町1-227-7,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,45.2456763,141.2229794,温泉
福祉の里温泉,https://www.sarabetsu.jp/sightseeing/shisetsu/fukushinosato/,https://maps.google.com/?cid=8532984675155718028&hl=ja,北海道河西郡更別村更別190-1,¥400,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.6461716,143.1939566,温泉
公衆浴場 くすのき,http://www1.hokkaido-kusunoki.com/?kw=web%20portal,https://maps.google.com/?cid=18138799174548232025&hl=ja,北海道標津郡標津町南八条西1-4-1,¥380,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.6497008,145.1368895,銭湯
伏見温泉,http://www.kita-no-sento.com/sento/112/,https://maps.google.com/?cid=10095876220157953645&hl=ja,北海道札幌市中央区南十七条西17-3-24,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0358395,141.3338081,銭湯
知床斜里温泉 グリーン温泉,http://www.goodinns.com/greenspa/,https://maps.google.com/?cid=11503112480765698662&hl=ja,北海道斜里郡斜里町港町7-4,¥450,//bus-routes.net/imgs/onsen/onsen3_32@2x.png,43.9137585,144.6624826,共同浴場・銭湯
清美湯,http://www.kita-no-sento.com/sento/179/,https://maps.google.com/?cid=16470926781991550441&hl=ja,北海道江別市あけぼの町14-13,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.102009,141.5789189,銭湯
扇の湯,http://www.kita-no-sento.com/sento/142/,https://maps.google.com/?cid=1926487634403067482&hl=ja,北海道札幌市西区琴似三条4-1-1,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0782611,141.3019563,銭湯
柳川湯,http://www.kita-no-sento.com/sento/211/,https://maps.google.com/?cid=1947291808395603371&hl=ja,北海道小樽市稲穂3-16-16,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.200058,140.9951251,銭湯
七飯町健康センター アップル温泉,http://www.town.nanae.hokkaido.jp/hotnews/detail/00000314.html,https://maps.google.com/?cid=7729875759613523193&hl=ja,北海道亀田郡七飯町中野194-1,¥400,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,41.8599648,140.7082721,温泉
西ききょう温泉 健康グランド,http://www.hakonavi.ne.jp/spa/hakodate/nishikikyou/index.html,https://maps.google.com/?cid=17439865919232341827&hl=ja,北海道函館市西桔梗町444-1,¥370,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,41.8308273,140.712185,温泉
松の湯,http://www.kita-no-sento.com/sento/828/,https://maps.google.com/?cid=9738007395596070148&hl=ja,北海道上川郡美瑛町西町1-8-7,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.587867,142.4581382,銭湯
松前温泉休養センター,http://www.hakonavi.ne.jp/spa/dounan/matsumaeonsen/index.html,https://maps.google.com/?cid=184687805229440304&hl=ja,北海道松前郡松前町大沢652-14,¥400,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,41.4354688,140.148891,温泉
湯川温泉 大盛湯,http://www.taiseiyu.com/,https://maps.google.com/?cid=13596287525633926719&hl=ja,北海道函館市湯川町2-18-23,¥450,//bus-routes.net/imgs/onsen/onsen3_32@2x.png,41.7803489,140.7900635,共同浴場・銭湯
吉岡温泉 ゆとらぎ館,,https://maps.google.com/?cid=16770350728082325179&hl=ja,北海道松前郡福島町吉岡303,¥400,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,41.4435065,140.227347,温泉
ななえ天然温泉 ゆうひの館,https://www.hakobura.jp/db/db-onsen/2012/12/post-41.html,https://maps.google.com/?cid=10867764221501153639&hl=ja,北海道亀田郡七飯町本町4-6-1,¥450,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,41.896558,140.6901906,温泉
仲洞爺温泉 来夢人の家,http://www.sobetsu-onsen.net/onsen/kimundo.html,https://maps.google.com/?cid=15702894322579110907&hl=ja,北海道有珠郡壮瞥町仲洞爺30-11,¥420,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.6137294,140.9159023,温泉
フタバゆ,http://www.kita-no-sento.com/sento/820/,https://maps.google.com/?cid=7354682986041660875&hl=ja,北海道旭川市春光七条5-2-22,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.8056073,142.3569409,銭湯
花沢温泉 花沢温泉簡易浴場,http://www.town.kaminokuni.lg.jp/hotnews/detail/00000166.html,https://maps.google.com/?cid=10048984001025201194&hl=ja,北海道檜山郡上ノ国町勝山161,¥200,//bus-routes.net/imgs/onsen/onsen3_32@2x.png,41.7979444,140.1144894,共同浴場・銭湯
大学湯,http://www.kita-no-sento.com/sento/159/,https://maps.google.com/?cid=16123598573758528161&hl=ja,北海道札幌市東区北二十七条東4-1-43,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0975718,141.3683805,銭湯
上士幌町健康増進センター ふれあいプラザ,https://www.kamishihoro.jp/sp/fureaiplaza,https://maps.google.com/?cid=18141725956365499548&hl=ja,北海道河東郡上士幌町上士幌東3線236,¥300,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,43.2302394,143.2965428,温泉
神威脇温泉保養所,http://www.hiyama.pref.hokkaido.lg.jp/ss/srk/tabi/05okushi/parts/1502kmi.htm,https://maps.google.com/?cid=4368853475936397316&hl=ja,北海道奥尻郡奥尻町湯浜,¥420,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.1678306,139.4310524,温泉
臼別温泉 湯とぴあ臼別,http://www.hiyama.pref.hokkaido.lg.jp/ss/srk/tabi/04s_tais/parts/1403yut.htm,https://maps.google.com/?cid=11467064853165068764&hl=ja,北海道久遠郡せたな町大成区平浜691,¥100,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,42.2132973,139.8940568,温泉
ウトロ温泉 夕陽台の湯,https://www.shiretoko.asia/list_scenery.html,https://maps.google.com/?cid=12562721751844618944&hl=ja,北海道斜里郡斜里町ウトロ東429,¥500,//bus-routes.net/imgs/onsen/onsen1_32@2x.png,44.072235,144.9990963,温泉
奥の湯,http://okunoyu-sentou.com/,https://maps.google.com/?cid=2783801532846163608&hl=ja,北海道札幌市北区北三十一条西3-4-15,¥450,//bus-routes.net/imgs/onsen/onsen8_32@2x.png,43.0971799,141.3363403,銭湯
